,description,name,price,img,size,color,composition,care
79,울 혼방 소재 스웨터. 브이넥 긴소매 디자인. 리브드 마감. 모델 신장: 177cm,브이넥 스웨터,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/9598/028/832/2/w/560/9598028832_1_1_1.jpg?ts=1582024509270', '//static.zara.net/photos///2020/V/0/1/p/9598/028/832/2/w/560/9598028832_2_1_1.jpg?ts=1580836906276', '//static.zara.net/photos///2020/V/0/1/p/9598/028/832/2/w/560/9598028832_2_2_1.jpg?ts=1580836891569', '//static.zara.net/photos///2020/V/0/1/p/9598/028/832/2/w/560/9598028832_2_3_1.jpg?ts=1580836921025', '//static.zara.net/photos///2020/V/0/1/p/9598/028/832/2/w/560/9598028832_2_4_1.jpg?ts=1580836899531', '//static.zara.net/photos///2020/V/0/1/p/9598/028/832/2/w/560/9598028832_2_5_1.jpg?ts=1580836914628', '//static.zara.net/photos///2020/V/0/1/p/9598/028/832/2/w/560/9598028832_2_6_1.jpg?ts=1580836928816', '//static.zara.net/photos///2020/V/0/1/p/9598/028/832/2/w/560/9598028832_2_7_1.jpg?ts=1580836907483', '//static.zara.net/photos///2020/V/0/1/p/9598/028/832/2/w/560/9598028832_6_1_1.jpg?ts=1580836946672']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",도트 그레이,"[{'겉감': '54% 아크릴, 36% 나일론, 6% 모직, 4% 엘라스탄'}]","['최대 30 ºC로 손세탁', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지']"
80,프릴과 엘라스틱 밴드 디테일이 매치된 오간자 긴소매 라운드넥 탑. 모델 신장: 177cm,오간자 니트 탑,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/2142/021/687/2/w/560/2142021687_1_1_1.jpg?ts=1580467111115', '//static.zara.net/photos///2020/V/0/1/p/2142/021/687/2/w/560/2142021687_2_1_1.jpg?ts=1580467243798', '//static.zara.net/photos///2020/V/0/1/p/2142/021/687/2/w/560/2142021687_2_2_1.jpg?ts=1580467247588', '//static.zara.net/photos///2020/V/0/1/p/2142/021/687/2/w/560/2142021687_2_3_1.jpg?ts=1580467235558', '//static.zara.net/photos///2020/V/0/1/p/2142/021/687/2/w/560/2142021687_2_4_1.jpg?ts=1580467254880', '//static.zara.net/photos///2020/V/0/1/p/2142/021/687/2/w/560/2142021687_2_5_1.jpg?ts=1580467222611', '//static.zara.net/photos///2020/V/0/1/p/2142/021/687/2/w/560/2142021687_6_1_1.jpg?ts=1580467231779']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",페일 로즈,"[{'겉감': '주요소재52% 비스코스,46% 나일론,2% 엘라스탄'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '저온으로 건조기 사용 가능']"
81,울 혼방 소재 스웨터. 커프스 마감 벌룬 스타일 긴소매 스퀘어 네크라인 디자인. 모델 신장: 177cm,울 니트 스웨터,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/1509/001/802/3/w/560/1509001802_1_1_1.jpg?ts=1580477237331', '//static.zara.net/photos///2020/V/0/1/p/1509/001/802/3/w/560/1509001802_2_1_1.jpg?ts=1580477246113', '//static.zara.net/photos///2020/V/0/1/p/1509/001/802/3/w/560/1509001802_2_2_1.jpg?ts=1580477298153', '//static.zara.net/photos///2020/V/0/1/p/1509/001/802/3/w/560/1509001802_2_3_1.jpg?ts=1580477252437', '//static.zara.net/photos///2020/V/0/1/p/1509/001/802/3/w/560/1509001802_2_4_1.jpg?ts=1580477306175', '//static.zara.net/photos///2020/V/0/1/p/1509/001/802/3/w/560/1509001802_2_5_1.jpg?ts=1580477253990', '//static.zara.net/photos///2020/V/0/1/p/1509/001/802/3/w/560/1509001802_6_1_1.jpg?ts=1580477313848']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",그레이,"[{'겉감': '67% 아크릴, 24% 나일론, 5% 모직, 4% 엘라스탄'}]","['최대 40 ºC로 기계 세탁. 단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']"
82,긴소매 가디건. 리브드 마감. 모델 신장: 177cm,니트 롱 가디건,"79,000 원","['//static.zara.net/photos///2020/V/0/1/p/1509/003/802/4/w/560/1509003802_1_1_1.jpg?ts=1580477261938', '//static.zara.net/photos///2020/V/0/1/p/1509/003/802/4/w/560/1509003802_2_1_1.jpg?ts=1580477329510', '//static.zara.net/photos///2020/V/0/1/p/1509/003/802/4/w/560/1509003802_2_2_1.jpg?ts=1580477315748', '//static.zara.net/photos///2020/V/0/1/p/1509/003/802/4/w/560/1509003802_2_3_1.jpg?ts=1580477331252', '//static.zara.net/photos///2020/V/0/1/p/1509/003/802/4/w/560/1509003802_2_4_1.jpg?ts=1580477282173', '//static.zara.net/photos///2020/V/0/1/p/1509/003/802/4/w/560/1509003802_2_5_1.jpg?ts=1580477338728', '//static.zara.net/photos///2020/V/0/1/p/1509/003/802/4/w/560/1509003802_2_6_1.jpg?ts=1580477719433', '//static.zara.net/photos///2020/V/0/1/p/1509/003/802/4/w/560/1509003802_6_1_1.jpg?ts=1580477346359']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",그레이,"[{'겉감': '67% 아크릴, 24% 나일론, 5% 모직, 4% 엘라스탄'}]","['최대 40 ºC로 기계 세탁. 단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']"
83,울 혼방 소재 원피스. 라운드넥 반소매 디자인. 모델 신장: 177cm,울 니트 원피스,"79,000 원","['//static.zara.net/photos///2020/V/0/1/p/1509/002/802/3/w/560/1509002802_1_1_1.jpg?ts=1580477259194', '//static.zara.net/photos///2020/V/0/1/p/1509/002/802/3/w/560/1509002802_2_1_1.jpg?ts=1580477322051', '//static.zara.net/photos///2020/V/0/1/p/1509/002/802/3/w/560/1509002802_2_2_1.jpg?ts=1580477313982', '//static.zara.net/photos///2020/V/0/1/p/1509/002/802/3/w/560/1509002802_2_3_1.jpg?ts=1580477306121', '//static.zara.net/photos///2020/V/0/1/p/1509/002/802/3/w/560/1509002802_2_4_1.jpg?ts=1580477329159', '//static.zara.net/photos///2020/V/0/1/p/1509/002/802/3/w/560/1509002802_2_5_1.jpg?ts=1580477323516', '//static.zara.net/photos///2020/V/0/1/p/1509/002/802/3/w/560/1509002802_6_1_1.jpg?ts=1580477321682']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",그레이,"[{'겉감': '67% 아크릴, 24% 나일론, 5% 모직, 4% 엘라스탄'}]","['최대 40 ºC로 기계 세탁. 단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']"
84,긴소매 라운드넥 스웨터. 메탈 스터드 아플리케 디테일. 모델 신장: 177cm,스터드 스웨터,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/3653/013/800/2/w/560/3653013800_1_1_1.jpg?ts=1581929685789', '//static.zara.net/photos///2020/V/0/1/p/3653/013/800/2/w/560/3653013800_2_1_1.jpg?ts=1581932469140', '//static.zara.net/photos///2020/V/0/1/p/3653/013/800/2/w/560/3653013800_2_2_1.jpg?ts=1581691532167', '//static.zara.net/photos///2020/V/0/1/p/3653/013/800/2/w/560/3653013800_2_3_1.jpg?ts=1581691539958', '//static.zara.net/photos///2020/V/0/1/p/3653/013/800/2/w/560/3653013800_2_4_1.jpg?ts=1581691525461', '//static.zara.net/photos///2020/V/0/1/p/3653/013/800/2/w/560/3653013800_2_5_1.jpg?ts=1581691549447', '//static.zara.net/photos///2020/V/0/1/p/3653/013/800/2/w/560/3653013800_6_1_1.jpg?ts=1581691557064']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",블랙,"[{'겉감': '52% 비스코스, 47% 나일론, 1% 엘라스탄'}, {'겉감': '52% 비스코스, 47% 나일론, 1% 엘라스탄'}, {'caution': '* 입체장식 제외'}]","['최대 30 ºC로 손세탁', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지', '뒤집어서 다리십시오']"
85,홀터넥 니트 탑. 메탈 스터드 아플리케 디테일. 모델 신장: 177cm,스터드 홀터넥 탑,"39,000 원","['//static.zara.net/photos///2020/V/0/1/p/3653/012/800/2/w/560/3653012800_1_1_1.jpg?ts=1581929266786', '//static.zara.net/photos///2020/V/0/1/p/3653/012/800/2/w/560/3653012800_2_1_1.jpg?ts=1581692988937', '//static.zara.net/photos///2020/V/0/1/p/3653/012/800/2/w/560/3653012800_2_2_1.jpg?ts=1581692994064', '//static.zara.net/photos///2020/V/0/1/p/3653/012/800/2/w/560/3653012800_2_3_1.jpg?ts=1581692997553', '//static.zara.net/photos///2020/V/0/1/p/3653/012/800/2/w/560/3653012800_2_4_1.jpg?ts=1581692990280', '//static.zara.net/photos///2020/V/0/1/p/3653/012/800/2/w/560/3653012800_2_5_1.jpg?ts=1581692990401', '//static.zara.net/photos///2020/V/0/1/p/3653/012/800/2/w/560/3653012800_6_1_1.jpg?ts=1581692995168']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",블랙,"[{'겉감': '52% 비스코스, 47% 나일론, 1% 엘라스탄'}, {'겉감': '52% 비스코스, 47% 나일론, 1% 엘라스탄'}, {'caution': '* 입체장식 제외'}]","['최대 30 ºC로 손세탁', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지', '뒤집어서 다리십시오']"
86,긴소매 라운드넥 스웨터. 톤온톤 펀칭 자수 아플리케 디테일. 버튼으로 여미는 뒷면 트임. 모델 신장: 177cm,자수 니트 스웨터,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/4331/002/712/2/w/560/4331002712_1_1_1.jpg?ts=1580835448315', '//static.zara.net/photos///2020/V/0/1/p/4331/002/712/2/w/560/4331002712_2_1_1.jpg?ts=1580835633862', '//static.zara.net/photos///2020/V/0/1/p/4331/002/712/2/w/560/4331002712_2_2_1.jpg?ts=1580835630353', '//static.zara.net/photos///2020/V/0/1/p/4331/002/712/2/w/560/4331002712_2_3_1.jpg?ts=1580835655464', '//static.zara.net/photos///2020/V/0/1/p/4331/002/712/2/w/560/4331002712_2_4_1.jpg?ts=1580835668859', '//static.zara.net/photos///2020/V/0/1/p/4331/002/712/2/w/560/4331002712_2_5_1.jpg?ts=1580835678167', '//static.zara.net/photos///2020/V/0/1/p/4331/002/712/2/w/560/4331002712_6_1_1.jpg?ts=1580835653563']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",크림,"[{'겉감': '75% 면, 25% 폴리에스터'}, {'겉감': '75% 면, 25% 폴리에스터'}, {'caution': '* 장식처리 제외'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지']"
87,하이웨이스트 팬츠. 와이드 레그와 신축성 있는 허리 디자인. 모델 신장: 177cm,자카드 큐롯 팬츠,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/1822/005/330/2/w/560/1822005330_1_1_1.jpg?ts=1581522930505', '//static.zara.net/photos///2020/V/0/1/p/1822/005/330/2/w/560/1822005330_2_1_1.jpg?ts=1581522970107', '//static.zara.net/photos///2020/V/0/1/p/1822/005/330/2/w/560/1822005330_2_2_1.jpg?ts=1581522959068', '//static.zara.net/photos///2020/V/0/1/p/1822/005/330/2/w/560/1822005330_2_3_1.jpg?ts=1581522960750', '//static.zara.net/photos///2020/V/0/1/p/1822/005/330/2/w/560/1822005330_2_4_1.jpg?ts=1581522975326', '//static.zara.net/photos///2020/V/0/1/p/1822/005/330/2/w/560/1822005330_2_5_1.jpg?ts=1581522980121', '//static.zara.net/photos///2020/V/0/1/p/1822/005/330/2/w/560/1822005330_6_1_1.jpg?ts=1581522971508']","['S (KR 25) ', 'M (KR 26) ', 'L (KR 27) ']",멀티컬러,"[{'겉감': '94% 폴리에스터, 6% 금속처리된 섬유'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지']"
88,커프스 마감 긴소매 라운드넥 스웨터. 도티드 스위스 세미 시스루 소재가 매치됨. 모델 신장: 177cm,콤비 니트 스웨터,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/6771/008/712/2/w/560/6771008712_1_1_1.jpg?ts=1581522944780', '//static.zara.net/photos///2020/V/0/1/p/6771/008/712/2/w/560/6771008712_2_1_1.jpg?ts=1581523049364', '//static.zara.net/photos///2020/V/0/1/p/6771/008/712/2/w/560/6771008712_2_2_1.jpg?ts=1581523056164', '//static.zara.net/photos///2020/V/0/1/p/6771/008/712/2/w/560/6771008712_2_3_1.jpg?ts=1581523052338', '//static.zara.net/photos///2020/V/0/1/p/6771/008/712/2/w/560/6771008712_2_4_1.jpg?ts=1581523068759', '//static.zara.net/photos///2020/V/0/1/p/6771/008/712/2/w/560/6771008712_2_5_1.jpg?ts=1581523069762', '//static.zara.net/photos///2020/V/0/1/p/6771/008/712/2/w/560/6771008712_6_1_1.jpg?ts=1581523063672']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",크림,"[{'겉감': '주요소재51% 아크릴,49% 면'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지']"
89,"벌룬 스타일 긴소매 브이넥 니트 재킷. 배색된 앞면 버튼으로 여밈. 모델 신장: 177cmJOIN LIFECare for fiber: 50% 이상 재생 폴리에스터 사용.재생 폴리에스터는 재활용 플라스틱병을 이용하여 제조되므로 적은 양의 물, 에너지 및 천연자원이 소모됩니다.",주얼리 버튼 니트 재킷,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/5755/005/712/3/w/560/5755005712_1_1_1.jpg?ts=1581443051450', '//static.zara.net/photos///2020/V/0/1/p/5755/005/712/3/w/560/5755005712_2_1_1.jpg?ts=1581443056197', '//static.zara.net/photos///2020/V/0/1/p/5755/005/712/3/w/560/5755005712_2_2_1.jpg?ts=1581443058877', '//static.zara.net/photos///2020/V/0/1/p/5755/005/712/3/w/560/5755005712_2_3_1.jpg?ts=1581443061801', '//static.zara.net/photos///2020/V/0/1/p/5755/005/712/3/w/560/5755005712_2_4_1.jpg?ts=1581443062752', '//static.zara.net/photos///2020/V/0/1/p/5755/005/712/3/w/560/5755005712_2_5_1.jpg?ts=1581443051909', '//static.zara.net/photos///2018/V/M/1/p/1111/000/000/2/w/560/1111000000_2_34_1.jpg?ts=1548282396795', '//static.zara.net/photos///2020/V/0/1/p/5755/005/712/3/w/560/5755005712_6_1_1.jpg?ts=1581443053901']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",크림,"[{'겉감': '54% 폴리에스터, 44% 아크릴, 2% 알파카'}]","['최대 30 ºC로 손세탁', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']"
90,7부 소매 라운드넥 크롭 재킷. 앞면 메탈 후크 아플리케로 여밈. 모델 신장: 177cm,후크 디테일 니트 재킷,"35,000 원","['//static.zara.net/photos///2020/V/0/1/p/2298/003/800/2/w/560/2298003800_1_1_1.jpg?ts=1581520489689', '//static.zara.net/photos///2020/V/0/1/p/2298/003/800/2/w/560/2298003800_2_1_1.jpg?ts=1581520544600', '//static.zara.net/photos///2020/V/0/1/p/2298/003/800/2/w/560/2298003800_2_2_1.jpg?ts=1581520517813', '//static.zara.net/photos///2020/V/0/1/p/2298/003/800/2/w/560/2298003800_2_3_1.jpg?ts=1581520553482', '//static.zara.net/photos///2020/V/0/1/p/2298/003/800/2/w/560/2298003800_2_4_1.jpg?ts=1581520506144', '//static.zara.net/photos///2020/V/0/1/p/2298/003/800/2/w/560/2298003800_2_5_1.jpg?ts=1581520559955', '//static.zara.net/photos///2020/V/0/1/p/2298/003/800/2/w/560/2298003800_2_6_1.jpg?ts=1581520538082', '//static.zara.net/photos///2020/V/0/1/p/2298/003/800/2/w/560/2298003800_6_1_1.jpg?ts=1581520533788']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",블랙,"[{'겉감': '60% 비스코스, 40% 나일론'}]","['최대 40 ºC로 기계 세탁. 단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']"
91,피티드한 디자인의 라운드넥 원피스. 스냅 버튼 아플리케가 매치된 긴소매 디자인. 모델 신장: 177cm,스냅 버튼 니트 원피스,"49,000 원","['//static.zara.net/photos///2020/V/0/1/p/2298/001/800/2/w/560/2298001800_1_1_1.jpg?ts=1581520483495', '//static.zara.net/photos///2020/V/0/1/p/2298/001/800/2/w/560/2298001800_2_1_1.jpg?ts=1581523003430', '//static.zara.net/photos///2020/V/0/1/p/2298/001/800/2/w/560/2298001800_2_2_1.jpg?ts=1581520509826', '//static.zara.net/photos///2020/V/0/1/p/2298/001/800/2/w/560/2298001800_2_3_1.jpg?ts=1581520546007', '//static.zara.net/photos///2020/V/0/1/p/2298/001/800/2/w/560/2298001800_2_4_1.jpg?ts=1581520526210', '//static.zara.net/photos///2020/V/0/1/p/2298/001/800/2/w/560/2298001800_2_5_1.jpg?ts=1581520549717', '//static.zara.net/photos///2020/V/0/1/p/2298/001/800/2/w/560/2298001800_6_1_1.jpg?ts=1581520474874']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",블랙,"[{'겉감': '60% 비스코스, 40% 나일론'}]","['최대 40 ºC로 기계 세탁. 단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']"
92,넓은 스트레이트 네크라인 긴소매 탑. 신축성 있는 허니콤 디테일. 프릴 마감. 모델 신장: 177cm,롱 슬리브 엘라스틱 탑,"39,000 원","['//static.zara.net/photos///2020/V/0/1/p/9874/002/800/3/w/560/9874002800_1_1_1.jpg?ts=1581679716375', '//static.zara.net/photos///2020/V/0/1/p/9874/002/800/3/w/560/9874002800_2_1_1.jpg?ts=1581679772459', '//static.zara.net/photos///2020/V/0/1/p/9874/002/800/3/w/560/9874002800_2_2_1.jpg?ts=1581679745095', '//static.zara.net/photos///2020/V/0/1/p/9874/002/800/3/w/560/9874002800_2_3_1.jpg?ts=1581679743831', '//static.zara.net/photos///2020/V/0/1/p/9874/002/800/3/w/560/9874002800_2_4_1.jpg?ts=1581679763349', '//static.zara.net/photos///2020/V/0/1/p/9874/002/800/3/w/560/9874002800_2_5_1.jpg?ts=1581679748033', '//static.zara.net/photos///2020/V/0/1/p/9874/002/800/3/w/560/9874002800_6_1_1.jpg?ts=1581679736457']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",블랙,"[{'겉감': '62% 비스코스, 37% 나일론, 1% 엘라스탄'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지']"
93,넓은 스트레이트 네크라인 긴소매 탑. 신축성 있는 허니콤 디테일. 프릴 마감. 모델 신장: 177cm,롱 슬리브 엘라스틱 탑,"39,000 원","['//static.zara.net/photos///2020/V/0/1/p/9874/002/505/3/w/560/9874002505_1_1_1.jpg?ts=1581679720078', '//static.zara.net/photos///2020/V/0/1/p/9874/002/505/3/w/560/9874002505_2_1_1.jpg?ts=1581679763299', '//static.zara.net/photos///2020/V/0/1/p/9874/002/505/3/w/560/9874002505_2_2_1.jpg?ts=1581679754818', '//static.zara.net/photos///2020/V/0/1/p/9874/002/505/3/w/560/9874002505_2_3_1.jpg?ts=1581679765888', '//static.zara.net/photos///2020/V/0/1/p/9874/002/505/3/w/560/9874002505_2_4_1.jpg?ts=1581679753779', '//static.zara.net/photos///2020/V/0/1/p/9874/002/505/3/w/560/9874002505_2_5_1.jpg?ts=1581679742930', '//static.zara.net/photos///2020/V/0/1/p/9874/002/505/3/w/560/9874002505_6_1_1.jpg?ts=1581679751139']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",카키,"[{'겉감': '62% 비스코스, 37% 나일론, 1% 엘라스탄'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지']"
94,넓은 스트레이트 네크라인 긴소매 탑. 신축성 있는 허니콤 디테일. 프릴 마감. 모델 신장: 177cm,롱 슬리브 엘라스틱 탑,"39,000 원","['//static.zara.net/photos///2020/V/0/1/p/9874/002/250/3/w/560/9874002250_1_1_1.jpg?ts=1581679718213', '//static.zara.net/photos///2020/V/0/1/p/9874/002/250/3/w/560/9874002250_2_1_1.jpg?ts=1581679777328', '//static.zara.net/photos///2020/V/0/1/p/9874/002/250/3/w/560/9874002250_2_2_1.jpg?ts=1581679780920', '//static.zara.net/photos///2020/V/0/1/p/9874/002/250/3/w/560/9874002250_2_3_1.jpg?ts=1581679770688', '//static.zara.net/photos///2020/V/0/1/p/9874/002/250/3/w/560/9874002250_2_4_1.jpg?ts=1581679780826', '//static.zara.net/photos///2020/V/0/1/p/9874/002/250/3/w/560/9874002250_2_5_1.jpg?ts=1581679759837', '//static.zara.net/photos///2020/V/0/1/p/9874/002/250/3/w/560/9874002250_6_1_1.jpg?ts=1581679765931']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",화이트,"[{'겉감': '62% 비스코스, 37% 나일론, 1% 엘라스탄'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지']"
95,하이넥 긴소매 원피스. 리본이 달린 파레오 스타일 앞면 디테일. 모델 신장: 177cm,파레오 니트 원피스,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/5536/019/802/2/w/560/5536019802_1_1_1.jpg?ts=1580216059386', '//static.zara.net/photos///2020/V/0/1/p/5536/019/802/2/w/560/5536019802_2_1_1.jpg?ts=1580216063361', '//static.zara.net/photos///2020/V/0/1/p/5536/019/802/2/w/560/5536019802_2_2_1.jpg?ts=1580216065513', '//static.zara.net/photos///2020/V/0/1/p/5536/019/802/2/w/560/5536019802_2_3_1.jpg?ts=1580216101763', '//static.zara.net/photos///2020/V/0/1/p/5536/019/802/2/w/560/5536019802_2_4_1.jpg?ts=1580216068149', '//static.zara.net/photos///2020/V/0/1/p/5536/019/802/2/w/560/5536019802_2_5_1.jpg?ts=1580216086966', '//static.zara.net/photos///2020/V/0/1/p/5536/019/802/2/w/560/5536019802_2_6_1.jpg?ts=1580216057339', '//static.zara.net/photos///2020/V/0/1/p/5536/019/802/2/w/560/5536019802_2_7_1.jpg?ts=1580216097850', '//static.zara.net/photos///2020/V/0/1/p/5536/019/802/2/w/560/5536019802_6_1_1.jpg?ts=1580718852374']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",그레이,"[{'겉감': '47% 비스코스, 27% 나일론, 26% 폴리에스터'}]","['최대 30 ºC로 손세탁', '표백제 사용 금지', '최대 110 ºC로 다리미질', '사염화 에틸렌 드라이 클리닝', '건조기 사용 금지']"
96,벌룬 스타일 긴소매 라운드넥 원피스. 허니콤 스타일 엘라스틱 디테일. A라인 마감 밑단. 모델 신장: 177cm,엘라스틱 미니 원피스,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/9874/001/505/3/w/560/9874001505_1_1_1.jpg?ts=1581684935191', '//static.zara.net/photos///2020/V/0/1/p/9874/001/505/3/w/560/9874001505_2_1_1.jpg?ts=1581684961283', '//static.zara.net/photos///2020/V/0/1/p/9874/001/505/3/w/560/9874001505_2_2_1.jpg?ts=1581684968417', '//static.zara.net/photos///2020/V/0/1/p/9874/001/505/3/w/560/9874001505_2_3_1.jpg?ts=1581684951168', '//static.zara.net/photos///2020/V/0/1/p/9874/001/505/3/w/560/9874001505_2_4_1.jpg?ts=1581684959068', '//static.zara.net/photos///2020/V/0/1/p/9874/001/505/3/w/560/9874001505_2_5_1.jpg?ts=1581684958306', '//static.zara.net/photos///2020/V/0/1/p/9874/001/505/3/w/560/9874001505_6_1_1.jpg?ts=1581684967838']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",카키,"[{'겉감': '65% 비스코스, 35% 나일론'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지']"
97,벌룬 스타일 긴소매 라운드넥 원피스. 허니콤 스타일 엘라스틱 디테일. A라인 마감 밑단. 모델 신장: 177cm,엘라스틱 미니 원피스,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/9874/001/800/3/w/560/9874001800_1_1_1.jpg?ts=1581684943717', '//static.zara.net/photos///2020/V/0/1/p/9874/001/800/3/w/560/9874001800_2_1_1.jpg?ts=1581684945649', '//static.zara.net/photos///2020/V/0/1/p/9874/001/800/3/w/560/9874001800_2_2_1.jpg?ts=1581684935244', '//static.zara.net/photos///2020/V/0/1/p/9874/001/800/3/w/560/9874001800_2_3_1.jpg?ts=1581684943052', '//static.zara.net/photos///2020/V/0/1/p/9874/001/800/3/w/560/9874001800_2_4_1.jpg?ts=1581684952861', '//static.zara.net/photos///2020/V/0/1/p/9874/001/800/3/w/560/9874001800_2_5_1.jpg?ts=1581684957596', '//static.zara.net/photos///2020/V/0/1/p/9874/001/800/3/w/560/9874001800_6_1_1.jpg?ts=1581684947070']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ']",블랙,"[{'겉감': '65% 비스코스, 35% 나일론'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지']"
98,라펠 칼라 슬리브리스 베스트. 앞면 페이크 플랩 포켓 디테일. 앞면 버튼 더블 브레스트 여밈. 모델 신장: 177cm,오버사이즈 니트 베스트,"59,000 원","['//static.zara.net/photos///2020/V/0/1/p/6254/017/800/2/w/560/6254017800_1_1_1.jpg?ts=1582024284347', '//static.zara.net/photos///2020/V/0/1/p/6254/017/800/2/w/560/6254017800_2_1_1.jpg?ts=1580833946013', '//static.zara.net/photos///2020/V/0/1/p/6254/017/800/2/w/560/6254017800_2_2_1.jpg?ts=1580833953603', '//static.zara.net/photos///2020/V/0/1/p/6254/017/800/2/w/560/6254017800_2_3_1.jpg?ts=1580833898509', '//static.zara.net/photos///2020/V/0/1/p/6254/017/800/2/w/560/6254017800_2_4_1.jpg?ts=1580833954301', '//static.zara.net/photos///2020/V/0/1/p/6254/017/800/2/w/560/6254017800_2_5_1.jpg?ts=1580833953568', '//static.zara.net/photos///2020/V/0/1/p/6254/017/800/2/w/560/6254017800_2_6_1.jpg?ts=1580833875467', '//static.zara.net/photos///2020/V/0/1/p/6254/017/800/2/w/560/6254017800_2_7_1.jpg?ts=1580833885133', '//static.zara.net/photos///2020/V/0/1/p/6254/017/800/2/w/560/6254017800_6_1_1.jpg?ts=1580833883268']","['S (KR 55) ', 'M (KR 66) ', 'L (KR 77) ', 'XL (KR 88) ']",블랙,"[{'겉감': '56% 비스코스, 28% 폴리에스터, 16% 나일론'}]","['최대 30 ºC로 기계 세탁단축 탈수.', '표백제 사용 금지', '최대 110 ºC로 다리미질', '드라이 클리닝 금지', '건조기 사용 금지', '빨래주머니를 사용하십시오']"
